;--- H
;; HA'_1
Hubil   PV_Pass be conceived
Hobal   IV_Pass_yu      be conceived
;; Hab~al_1
Hab~al  PV      make pregnant
Hab~il  IV_yu   make pregnant
;; >aHobal_1
>aHobal PV      make pregnant
Hobil   IV_yu   make pregnant
Hobal   IV_Pass_yu      be made pregnant
;; AiHotabal_1
AiHotabal       PV      ensnare;trap
Hotabil IV      ensnare;trap
;; Habol_1
Habol   Ndu     cord;cable
HibAl   N       cords;cables
Hubuwl  N       cords;cables
>aHobul N       cords;cables
>aHobAl N       cords;cables
;; Habal_1
Habal   N       conception;pregnancy
;; HabolAn_1
HabolAn Ndu     stuffed
;; HabolAnap_1
HabolAn NapAt   pregnant
;; HubolaY_1
HubolaY N0      pregnant
HubolA  Nhy     pregnant
Hubolay NAn_Nayn        pregnant
Hubolay NAt     pregnant
HabAlaY N0      pregnant
HabAlA  Nhy     pregnant
;; >uHobuwlap_1
>uHobuwl        Napdu   snare;trick
>aHAbiyl        Ndip    snares;tricks
;; HibAlap_1
HibAl   Napdu   snare;net
HabA}il Ndip    snares;nets
;; HAbil_1
HAbil   Nall    trickster
;
;--- Hbn
;; Haban_1
Haban   N       edema;dropsy
;; >aHoban_1
>aHoban Nel     suffering from edema
HabonA' N0      suffering from edema
;; HAbin_1
HAbin   Nall    suffering from edema
;
;--- Hbh
;; Hab~ahAn_1
Hab~ahAn        N       cardamom
;; HabohAn_1
HabohAn N       cardamom
;
;--- Hbw
;; HabA-u_1
HabA    PV_0h   crawl;give
Habaw   PV_Atn  crawl;give
Hab     PV_ttAw crawl;give
Hobuw   IV_0hAnn        crawl;give
Hob     IV_0hwnyn       crawl;give
HobaY   IV_0_Pass_yu    be given
Hobay   IV_Ann_Pass_yu  be given
;; HAbaY_1
HAbaY   PV_0    favor;be partial
HAbA    PV_h    favor;be partial
HAbay   PV_Atn  favor;be partial
HAb     PV_ttAw favor;be partial
HAbiy   IV_0hAnn_yu     favor;be partial
HAb     IV_0hwnyn_yu    favor;be partial
HAbaY   IV_0_Pass_yu    be favored
HAbay   IV_Ann_Pass_yu  be favored
;; AiHotabaY_1
AiHotabaY       PV_0    sit down
AiHotabA        PV_h    sit down
AiHotabay       PV_Atn  sit down
AiHotab PV_ttAw sit down
Hotabiy IV_0hAnn        sit down
Hotab   IV_0hwnyn       sit down
HotabaY IV_0    sit down
;; Habow_1
Habow   N       crawling
;; Hibowap_1
Hibow   Napdu   gift
Hubow   Napdu   gift
Habow   Napdu   gift
Habaw   NAt     gifts
;; HibA'_1
HibA'   N0_Nh   gift
HibA&   Nh      gift
HibA}   Nhy     gift
;; muHAbAp_1
muHAbA  Nap     favoritism;partiality
muHAbaw NAt     favoritism;partiality
;
;--- Ht
;; Hat~-u_1
Hat~    PV_V    rub off;scrape off;corrode
Hatat   PV_Ct   rub off;scrape off;corrode
Hut~    IV_V    rub off;scrape off;corrode
Hotut   IV_C    rub off;scrape off;corrode
;; taHAt~_1
taHAt~  PV_V    grind;corrode
taHAtat PV_Ct   grind;corrode
taHAt~  IV_V    grind;corrode
taHAtit IV_C    grind;corrode
;; AinoHat~_1
AinoHat~        PV_V    corrode
AinoHatat       PV_Ct   corrode
noHat~  IV_V    corrode
noHatit IV_C    corrode
;; Hit~ap_1
Hit~    Napdu   morsel;piece
Hitat   N       morsels;pieces
;; HutAt_1
HutAt   N       scraps
;; taHAt~_2
taHAt~  N/At    erosion;corrosion
;; HAt~_1
HAt~    Nall    erosive;corrosive     [[HAt~/ADJ]]
;
;--- Htd
;; Hatid-a_1
Hatid   PV_intr be of pure origin
Hotad   IV_intr be of pure origin
;; Hatid_1
Hatid   N-ap    of noble birth     [[Hatid/ADJ]]
;; maHotid_1
maHotid N       lineage;descent
;
;--- Htr
;; Hutorap_1
Hutor   Nap     trifle;bit
;; HitAr_1
HitAr   Ndu     border;edge;margin
Hutur   N       borders;edges;margins
;; HitAriy~_1
HitAriy~        N-ap    marginal     [[HitAriy~/ADJ]]
;; Hutur_1
Hutur   N0      Hutur
;
;--- Htf
;; Hatof_1
Hatof   N       death
Hutuwf  N       deaths
;
;--- Htk
;; Hatak-i_1
Hatak   PV      scratch;scrape
Hotik   IV      scratch;scrape
;
;--- Htm
;; Hatam-i_1
Hatam   PV      prescribe;decide;impose
Hotim   IV      prescribe;decide;impose
;; Hat~am_1
Hat~am  PV      prescribe;make a duty;decide
Hat~im  IV_yu   prescribe;make a duty;decide
;; taHat~am_1
taHat~am        PV_intr be incumbent;be necessary
taHat~am        IV_intr be incumbent;be necessary
;; Hatom_1
Hatom   N       imposition;necessity
Hatom   NF      definitely     [[Hatom/ADV]]
;; Hatomiy~_1
Hatomiy~        Nall    definitive;necessary     [[Hatomiy~/ADJ]]
;; Hatomiy~ap_1
Hatomiy~        Nap     necessity;definiteness     [[Hatomiy~/NOUN]]
;; lAHatomiy~ap_1
lAHatomiy~      Nap_L   indeterminism;non-urgency     [[lAHatomiy~/NOUN]]
;; HAtim_1
HAtim   Nprop   Hatim;Hatem
;; maHotuwm_1
maHotuwm        Nall    imposed;determined     [[maHotuwm/ADJ]]
;; muHat~am_1
muHat~am        Nall    imposed;determined     [[muHat~am/ADJ]]
;; mutaHat~im_1
mutaHat~im      Nall    imperative;absolutely necessary     [[mutaHat~im/ADJ]]
;
;--- Hty
; sub-standard orthography (entries with "y" instead of "Y":
;; Hat~aY_1
Hat~aY  FW-Wa   until;up to                     [[Hat~aY/PREP]]
Hat~aY  FW-Wa   until;up to                     [[Hat~aY/PREP]]
;; Hat~aY_2
Hat~aY  FW-Wa   in order to                     [[Hat~aY/CONJ]]
Hat~aY  FW-Wa   in order to                     [[Hat~aY/CONJ]]
;; Hat~aY_3
Hat~aY  FW-Wa   even;even though;although       [[Hat~aY/ADV]]
Hat~aY  FW-Wa   even;even though;although       [[Hat~aY/ADV]]
;; Hat~amA_1
Hat~amA FW-Wa   until when   [[Hat~amA/CONJ]]
;
;--- Hv
;; Hav~-u_1
Hav~    PV_V    urge;incite
Havav   PV_C    urge;incite
Huv~    IV_V    urge;incite
Hovuv   IV_C    urge;incite
;; AiHotav~_1
AiHotav~        PV_V    urge;incite
AiHotavav       PV_C    urge;incite
Hotav~  IV_V    urge;incite
Hotaviv IV_C    urge;incite
;; AisotaHav~_1
AisotaHav~      PV_V    urge;incite
AisotaHovav     PV_C    urge;incite
sotaHiv~        IV_V    urge;incite
sotaHoviv       IV_C    urge;incite
;; Haviyv_1
Haviyv  N/ap    rapid;quick     [[Haviyv/ADJ]]
Haviyv  NF      rapidly;quickly     [[Haviyv/ADV]]
;
;--- Hvr
;; Havir-a_1
Havir   PV_intr congeal;be lumpy
Hovar   IV_intr congeal;be lumpy
;
;--- Hvl
;; HuvAlap_1
HuvAl   Nap     sediment;refuse
;
;--- Hvw
;; HavA-u_1
HavA    PV_0h   spread;disperse
Havaw   PV_Atn  spread;disperse
Hav     PV_ttAw spread;disperse
Hovuw   IV_0hAnn        spread;disperse
Hov     IV_0hwnyn       spread;disperse
HovaY   IV_0_Pass_yu    be spread;be dispersed
Hovay   IV_Ann_Pass_yu  be spread;be dispersed
;
;--- Hj
;; Haj~-u_1
Haj~    PV_V    make a pilgrimage;confute
Hajaj   PV_C    make a pilgrimage;confute
Huj~    IV_V    make a pilgrimage;confute
Hojuj   IV_C    make a pilgrimage;confute
;; HAj~_1
HAj~    PV_V    argue;dispute
HAjaj   PV_C    argue;dispute
HAj~    IV_V_yu argue;dispute
HAjij   IV_C_yu argue;dispute
;; taHAj~_1
taHAj~  PV_V    argue;debate
taHAjaj PV_C    argue;debate
taHAj~  IV_V    argue;debate
taHAjij IV_C    argue;debate
;; AiHotaj~_1
AiHotaj~        PV_V    protest
AiHotajaj       PV_C    protest
Hotaj~  IV_V    protest
Hotajij IV_C    protest
;; Haj~_1
Haj~    N       pilgrimage;Haj
;; Hij~ap_1
Hij~    Nap     pilgrimage
;; Huj~ap_1
Huj~    Napdu   pretext
;; Huj~ap_2
Huj~    Napdu   proof
Hujaj   N       evidence
;; Huj~iy~ap_1
Huj~iy~ Nap     authority     [[Huj~iy~/NOUN]]
;; maHaj~_1
maHaj~  Ndu     destination
;; maHaj~ap_1
maHaj~  Napdu   destination;procedure
maHAj~  Ndip    destinations;procedures
;; taHaj~uj_1
taHaj~uj        NduAt   argumentation;pretext
;; AiHotijAj_1
AiHotijAj       NduAt   protest
AiHotijAj       NF      protesting;in protest (of)     [[AiHotijAj/ADV]]
;; HAj~_2
HAj~    N0      Hajj
;; HAj~_3
HAj~    Ndu     pilgrim
HujAj   N       pilgrims
Hajiyj  N       pilgrims
HawAj~  Ndip    pilgrims
;; Hajiyj_1
Hajiyj  N0      Hajeej
;; mutaHaj~ij_1
mutaHaj~ij      Nall    making excuses;having a pretext
;; muHotaj~_1
muHotaj~        Nall    protester
;
;--- Hjb
;; Hajab-u_1
Hajab   PV      veil;cover
Hojub   IV      veil;cover
;; Haj~ab_1
Haj~ab  PV      hide;disguise
Haj~ib  IV_yu   hide;disguise
;; taHaj~ab_1
taHaj~ab        PV      conceal;flee;hide
taHaj~ab        IV      conceal;flee;hide
;; AinoHajab_1
AinoHajab       PV_intr be veiled;be hidden;be obscured
noHajib IV_intr be veiled;be hidden;be obscured
;; AiHotajab_1
AiHotajab       PV      withdraw;seclude oneself;elude;
Hotajib IV      withdraw;seclude oneself;elude;
;; Hajob_1
Hajob   N       seclusion
;; HijAb_1
HijAb   N       veil
Hujub   N       veils
>aHojib Nap     veils
;; AiHotijAb_1
AiHotijAb       NduAt   concealment;veiling
HAjib   N/ap    concealing;protecting
;; HAjib_1
HAjib   Ndu     eyebrow
HawAjib Ndip    eyebrows
;; HAjib_2
HAjib   Ndu     gatekeeper
Huj~Ab  N       gatekeepers
Hajab   Nap     gatekeepers
;; maHojuwb_1
maHojuwb        Nall    veiled;concealed
;; muHaj~ab_1
muHaj~ab        Nall    veiled     [[muHaj~ab/ADJ]]
;
;--- Hjr
;; Hajar-u_1
Hajar   PV      prohibit;deny access;detain
Hojur   IV      prohibit;deny access;detain
;; Haj~ar_1
Haj~ar  PV      petrify;prohibit
Haj~ir  IV_yu   petrify;prohibit
;; taHaj~ar_1
taHaj~ar        PV      turn to stone;be petrified;fossilize
taHaj~ar        IV      turn to stone;be petrified;fossilize
;; AiHotajar_1
AiHotajar       PV      delimit;make a border
Hotajir IV      delimit;make a border
;; AisotaHojar_1
AisotaHojar     PV      turn to stone;become petrified;fossilize
sotaHojir       IV      turn to stone;become petrified;fossilize
;; Hajor_1
Hajor   N       restriction;barring;detention
;; Hajar_1
Hajar   Ndu     stone
>aHojAr N       stones
;; Hajariy~_1
Hajariy~        N/ap    stony;stone     [[Hajariy~/ADJ]]
;; Haj~Ar_1
Haj~Ar  Nall    stone mason
;; Hijor_1
Hijor   N       forbidden
;; Hujorap_1
Hujor   NapAt   room;compartment
Hujar   N       rooms;compartments
;; maHojar_1
maHojar Ndu     infirmary;jail
maHAjir Ndip    infirmaries;jails
;; maHojir_1
maHojir Ndu     stone quarry
maHAjir Ndip    stone quarries
;; taHojiyr_1
taHojiyr        NduAt   ban;interdiction
;; taHojiyr_2
taHojiyr        NduAt   petrification
;; taHaj~ur_1
taHaj~ur        NduAt   petrification;fossilization
;; mutaHaj~ir_1
mutaHaj~ir      Nall    petrified;fossilized     [[mutaHaj~ir/ADJ]]
;; musotaHojir_1
musotaHojir     Nall    petrified;fossilized     [[musotaHojir/ADJ]]
;; maHojuwr_1
maHojuwr        Nall    minor;ward
;
;--- Hjz
;; Hajaz-ui_1
Hajaz   PV      retain;reserve
Hojuz   IV      retain;reserve
Hojiz   IV      retain;reserve
;; Hajaz-ui_2
Hajaz   PV      restrain;block
Hojuz   IV      restrain;block
Hojiz   IV      restrain;block
;; AiHotajaz_1
AiHotajaz       PV      confiscate;hold captive;reserve
Hotajiz IV      confiscate;hold captive;reserve
;; Hajoz_1
Hajoz   N       detention;reservation;confiscation
;; HijAz_1
HijAz   N       Hejaz
;; HijAziy~_1
HijAziy~        Nall    from/of Hejaz     [[HijAziy~/ADJ]]
;; HijAziy~_2
HijAziy~        N0      Hejazi
;; AiHotijAz_1
AiHotijAz       NduAt   detention;confiscation
;; HAjiz_1
HAjiz   Ndu     obstacle;blockade
HAjiz   Napdu   obstacle;blockade
HawAjiz Ndip    obstacles;hurdles
;; muHotajaz_1
muHotajaz       Nall    detainee;captive
;
;--- Hjf
;; HAjaf_1
HAjaf   PV      resist;fight
HAjif   IV      resist;fight
;; muHAjafap_1
muHAjaf NapAt   fencing
muHAjaf NapAt   resisting;fighting
;; <iHojAf_1
<iHojAf NduAt   injustice;bias
;
;--- Hjl
;; Hajal-ui_1
Hajal   PV      leap;skip
Hojul   IV      leap;skip
Hojil   IV      leap;skip
;; Hajol_1
Hajol   N       leaping;skipping
;; HajalAn_1
HajalAn N       leaping;skipping
;; Hajol_2
Hajol   Ndu     anklet
Hujuwl  N       anklets
>aHojAl N       anklets
;; Hajalap_1
Hajal   Nap     canopy
HijAl   N       canopies
;; Hajolap_1
Hajol   Nap     hopscotch
;; HujayolAn_1
HujayolAn       N0      Hejailan;Hujailan
;; muHaj~al_1
muHaj~al        Nall    with anklets;bright
;
;--- Hjm
;; Hajam-u_1
Hajam   PV      cup;muzzle
Hojum   IV      cup;muzzle
;; >aHojam_1
>aHojam PV      abstain;recoil;withdraw
Hojim   IV_yu   abstain;recoil;withdraw
Hojam   IV_Pass_yu      be recoiled;be withdrawn
;; Hajom_1
Hajom   N       volume;size
>aHojAm N       volumes;sizes
;; Hajomiy~_1
Hajomiy~        N-ap    volumetric
;; Haj~Am_1
Haj~Am  N       cupper
;; HijAmap_1
HijAm   Nap     cupping
;; miHojam_1
miHojam Ndu     cupping glass
miHojam Napdu   cupping glass
maHAjim Ndip    cupping glass
;; taHojiym_1
taHojiym        NduAt   controlling;curbing
;; <iHojAm_1
<iHojAm NduAt   abstention;reserve
;
;--- Hjn
;; Hajan-i_1
Hajan   PV-n    bend;curve
Hojin   IV-n    bend;curve
;; AiHotajan_1
AiHotajan       PV-n    grab;seize
Hotajin IV-n    grab;seize
;; >aHojan_1
>aHojan Nel     curved;crooked
;; miHojan_1
miHojan Ndu     hook;crosier
;
;--- Hjw
;; HajA-u_1
HajA    PV_0h   deem
Hajaw   PV_Atn  deem
Haj     PV_ttAw deem
Hojuw   IV_0hAnn        deem
